Nombre,Shot Made,x,y
D. Musa,1,132.42303689687796,70.91666666666667
D. Musa,1,181.01452223273412,182.35
D. Musa,1,40.466367076631975,136.16666666666666
D. Musa,1,202.91253547776728,134.46666666666667
D. Musa,1,24.75,141.25
D. Musa,1,129.55700094607377,226.41666666666663
D. Musa,1,33.32937559129613,125.56666666666666
D. Musa,0,48.577436140018925,168.36666666666667
D. Musa,0,74.76513718070011,170.91666666666666
D. Musa,1,44.75605487228004,147.18333333333334
D. Musa,1,24.75,141.25
D. Musa,1,455.7605960264901,145.53333333333336
D. Musa,0,314.4256859035005,130.46666666666667
D. Musa,0,441.20562913907287,147.73333333333332
D. Musa,0,440.0254966887417,95.0
D. Musa,0,455.92918637653736,137.16666666666666
D. Musa,0,455.6856669820246,24.05
D. Musa,1,434.2372280037843,255.48333333333332
D. Musa,0,459.9004257332072,121.58333333333331
D. Musa,1,474.436660359508,130.13333333333333
D. Musa,0,321.58140964995266,175.04999999999998
D. Musa,1,329.9921948912015,134.38333333333335
D. Musa,0,330.3481078524125,117.25
D. Musa,1,446.5255912961211,144.11666666666667
D. Musa,1,470.9337275307474,133.6
D. Musa,1,457.5026963103122,169.10000000000002
D. Musa,1,37.41300851466415,128.56666666666666
D. Musa,1,46.910264900662256,141.71666666666667
D. Musa,1,44.2690160832545,152.05
D. Musa,0,98.08680227057712,141.25
D. Musa,1,72.23628192999055,152.53333333333336
D. Musa,1,64.33126773888362,156.75
D. Musa,1,165.1108325449385,94.25
D. Musa,1,143.47507095553453,69.35
D. Musa,0,195.194843897824,142.66666666666666
D. Musa,0,38.4620151371807,130.45000000000002
D. Musa,1,43.74451277199621,143.6
D. Musa,0,462.953784295175,125.8
D. Musa,0,355.95510879848626,223.9
D. Musa,1,362.5863292336802,219.71666666666667
D. Musa,0,354.99976348155155,85.73333333333333
D. Musa,0,468.01149479659415,121.91666666666669
D. Musa,1,477.0217123935667,114.35
D. Musa,0,456.1914380321665,115.3
D. Musa,0,346.34545884578995,210.50000000000003
D. Musa,1,480.15,141.25
D. Musa,1,469.3414853358562,153.5666666666667
D. Musa,0,463.4595553453169,135.55
D. Musa,0,439.8943708609272,133.13333333333333
D. Musa,0,200.29001892147588,132.41666666666669
D. Musa,1,25.27450331125828,80.83333333333334
D. Musa,0,53.48528855250709,121.73333333333332
D. Musa,0,46.68547776726584,122.66666666666669
D. Musa,1,39.904399243140965,153.33333333333331
D. Musa,0,162.15113528855252,191.4333333333333
D. Musa,1,48.78349101229897,151.9333333333333
D. Musa,1,51.38727530747399,151.4666666666667
D. Musa,0,67.06617786187323,108.71666666666668
D. Musa,0,157.44933774834436,77.58333333333334
D. Musa,0,135.00808893093662,63.266666666666666
D. Musa,1,105.72956480605488,41.35
D. Musa,0,455.3859508041628,181.9333333333333
D. Musa,0,463.4782876064333,145.91666666666669
D. Musa,0,438.2271996215705,258.6166666666667
D. Musa,0,463.9465941343425,134.90000000000003
D. Musa,1,342.9549195837276,89.55000000000001
D. Musa,1,366.2953169347209,204.38333333333333
D. Musa,0,432.51385998107855,152.68333333333334
D. Musa,1,464.9019394512772,124.3
D. Musa,0,459.6569063386944,115.4
D. Musa,1,43.444796594134345,146.00000000000003
D. Musa,0,49.32672658467361,120.33333333333331
D. Musa,0,62.13959318826869,172.15000000000003
D. Musa,0,130.5123462630085,221.5666666666667
D. Musa,1,53.5976821192053,131.75
D. Musa,1,41.83382213812678,129.85000000000002
D. Musa,1,49.85122989593189,121.28333333333336
D. Musa,0,36.77611163670767,225.76666666666668
D. Musa,1,54.53429517502365,116.3
D. Musa,1,24.75,141.25
D. Musa,1,82.57649006622516,172.81666666666666
D. Musa,1,39.64214758751183,148.88333333333333
D. Musa,0,48.80222327341533,129.53333333333333
D. Musa,0,79.71045411542102,144.29999999999998
D. Musa,0,82.01452223273415,189.61666666666665
D. Musa,1,43.65085146641439,150.41666666666663
D. Musa,0,76.28245033112583,152.96666666666664
D. Musa,1,157.59919583727532,197.76666666666665
D. Musa,0,87.16589403973511,145.31666666666666
D. Musa,1,31.04403973509934,124.95
D. Musa,1,78.56778618732261,88.8
D. Musa,0,69.9884105960265,172.81666666666666
D. Musa,0,175.9193472090823,173.33333333333334
D. Musa,0,458.72029328287607,155.23333333333335
D. Musa,0,411.5524597918638,34.9
D. Musa,0,354.38159886471146,189.13333333333333
D. Musa,1,341.9995742667928,152.26666666666665
D. Musa,0,374.874692526017,55.65
D. Musa,0,476.81565752128665,145.91666666666669
D. Musa,1,480.15,27.683333333333334
D. Musa,1,476.3473509933775,141.25
D. Musa,0,346.2892620624409,135.31666666666666
D. Musa,0,157.18708609271522,102.68333333333334
D. Musa,1,170.99276253547777,117.1
D. Musa,1,67.14110690633869,135.73333333333332
D. Musa,1,79.5418637653737,152.68333333333334
D. Musa,0,153.36570482497632,203.53333333333333
D. Musa,1,52.38008514664144,155.23333333333335
D. Musa,0,151.94205298013244,214.55
D. Musa,0,50.00108798486282,162.86666666666665
D. Musa,0,124.31196783349102,237.86666666666667
D. Musa,0,92.3921948912015,143.36666666666665
D. Musa,1,67.62814569536422,159.46666666666664
D. Musa,1,24.75,141.25
D. Musa,1,150.9867076631977,98.03333333333332
D. Musa,1,474.9049668874172,153.53333333333336
D. Musa,1,473.9496215704825,130.64999999999998
D. Musa,1,446.319536423841,142.95000000000002
D. Musa,0,354.868637653737,202.26666666666665
D. Musa,0,381.0563386944182,226.41666666666663
D. Musa,0,471.5706244087039,148.03333333333336
D. Musa,0,365.3399716177862,204.38333333333333
D. Musa,0,458.72029328287607,136.16666666666666
D. Musa,0,315.79314096499525,140.83333333333334
D. Musa,1,477.77100283822136,156.50000000000003
D. Musa,1,464.433632923368,184.46666666666667
D. Musa,0,476.81565752128665,147.60000000000002
D. Musa,0,373.4323084200568,223.03333333333336
D. Musa,1,478.23930936613056,134.90000000000003
D. Musa,1,407.7310785241249,43.36666666666667
D. Musa,1,477.77100283822136,137.01666666666668
D. Musa,0,347.7129139072848,178.96666666666667
D. Musa,0,333.4201986754967,168.36666666666667
D. Musa,0,45.71140018921477,158.61666666666667
D. Musa,1,150.9867076631977,210.7333333333333
D. Musa,1,157.65539262062438,213.7
D. Musa,1,79.05482497634816,34.9
D. Musa,1,90.01319772942288,170.48333333333332
D. Musa,0,110.01925260170292,46.333333333333336
D. Musa,1,39.51102175969726,128.53333333333333
D. Musa,0,158.14243140964996,67.1
D. Musa,1,24.75,141.25
D. Musa,1,162.9004257332072,145.91666666666669
D. Musa,0,51.91177861873226,168.8
D. Musa,0,80.01017029328288,137.01666666666668
D. Musa,0,110.01925260170292,140.83333333333334
D. Musa,0,478.0707190160833,129.06666666666666
D. Musa,1,472.8069536423841,156.38333333333333
D. Musa,1,480.15,257.7333333333333
D. Musa,1,480.15,153.23333333333332
D. Musa,1,377.87185430463575,228.41666666666663
D. Musa,1,478.0332544938505,132.16666666666666
D. Musa,1,480.15,141.25
D. Musa,1,475.0922894985809,129.91666666666669
D. Musa,0,324.03533585619675,117.86666666666666
D. Musa,0,460.25633869441816,149.98333333333335
D. Musa,1,479.026064333018,130.8
D. Musa,1,387.6688268684958,51.68333333333333
D. Musa,1,400.2569063386944,234.5833333333333
D. Musa,0,383.6788552507096,226.3
D. Musa,0,317.4790444654683,158.10000000000002
D. Musa,0,31.41868495742668,257.7833333333333
D. Musa,1,39.51102175969726,153.96666666666664
D. Musa,0,157.18708609271522,170.48333333333332
D. Musa,1,44.28774834437086,128.96666666666667
D. Musa,0,77.63117313150426,173.0333333333333
D. Musa,1,41.4217123935667,126.41666666666669
D. Musa,0,49.51404919583728,116.66666666666669
D. Musa,1,30.950378429517507,126.0
D. Musa,1,24.75,141.25
D. Musa,1,59.04877010406812,166.25
D. Musa,0,81.92086092715232,171.76666666666668
D. Musa,1,87.16589403973511,247.1833333333333
D. Musa,1,188.15151371807,146.33333333333331
D. Musa,1,160.98973509933774,50.15
D. Musa,0,458.1957899716178,146.05
D. Musa,0,436.2790444654683,113.08333333333331
D. Musa,0,453.2879375591296,152.48333333333335
D. Musa,0,377.0476348155156,222.55
D. Musa,0,359.7015610217597,136.31666666666666
D. Musa,1,346.195600756859,183.23333333333332
D. Musa,1,462.185761589404,145.65
D. Musa,0,350.12937559129614,172.63333333333335
D. Musa,0,424.2154683065279,154.31666666666666
D. Musa,0,463.1411069063387,135.51666666666668
D. Musa,0,446.113481551561,144.78333333333333
D. Musa,1,480.15,141.25
D. Musa,1,363.0546357615895,78.30000000000001
D. Musa,0,456.0228476821192,122.43333333333334
D. Musa,0,355.20581835383155,203.16666666666663
D. Musa,0,126.22265846736045,57.78333333333333
D. Musa,0,40.466367076631975,120.06666666666666
D. Musa,1,168.14545884579,113.28333333333332
D. Musa,1,40.95340586565752,148.88333333333333
D. Musa,1,50.95643330179754,127.68333333333332
D. Musa,1,141.47071901608325,214.98333333333332
D. Musa,1,165.2794228949858,130.23333333333335
D. Musa,0,184.81717123935667,148.45000000000002
D. Musa,1,24.75,141.25
D. Musa,1,52.81092715231788,135.65
D. Musa,0,169.62530747398296,161.10000000000002
D. Musa,0,79.71045411542102,137.18333333333334
D. Musa,0,173.05331125827814,90.33333333333331
D. Musa,1,179.92805108798487,118.33333333333331
D. Musa,1,477.77100283822136,144.21666666666667
D. Musa,1,477.28396404919584,144.63333333333333
D. Musa,1,480.15,145.48333333333335
D. Musa,0,386.7696783349101,242.51666666666665
D. Musa,0,355.3369441816462,100.56666666666666
D. Musa,0,472.5259697256386,144.63333333333333
D. Musa,0,347.7129139072848,122.6
D. Musa,0,335.33088930936617,149.29999999999998
D. Musa,1,348.18122043519395,113.28333333333332
D. Musa,1,380.10099337748346,52.68333333333333
D. Musa,1,477.28396404919584,147.60000000000002
D. Musa,0,45.99238410596026,156.89999999999998
D. Musa,0,60.472421948912014,158.41666666666666
D. Musa,0,58.69285714285714,163.18333333333334
D. Musa,0,137.14356669820248,212.91666666666663
D. Musa,1,31.999385052034057,149.58333333333334
D. Musa,0,37.22568590350047,130.41666666666669
D. Musa,1,28.47771996215705,149.75
D. Musa,1,143.81225165562913,71.63333333333333
D. Musa,1,153.51556291390727,207.03333333333336
D. Musa,0,39.92313150425733,158.28333333333333
D. Musa,0,24.75,157.76666666666668
D. Musa,1,42.227199621570485,149.88333333333333
D. Musa,1,475.8415799432356,146.76666666666665
D. Musa,0,344.0788552507096,147.29999999999998
D. Musa,1,477.6773415326396,137.71666666666664
D. Musa,1,472.2075212866604,145.66666666666666
D. Musa,1,470.7464049195837,144.98333333333335
D. Musa,0,393.5320245979186,239.4
D. Musa,1,476.3473509933775,147.05
D. Musa,0,439.7257805108799,144.83333333333331
D. Musa,0,434.3870860927152,26.3
D. Musa,0,363.1670293282876,73.3
D. Musa,1,468.0676915799432,139.31666666666666
D. Musa,1,468.4236045411542,140.95000000000002
D. Musa,0,365.4523651844844,43.81666666666667
D. Musa,0,466.11953642384105,128.35000000000002
D. Musa,1,345.8022232734154,199.71666666666664
D. Musa,0,446.8065752128666,143.36666666666665
D. Musa,0,357.7159413434248,205.2333333333333
D. Musa,1,480.15,137.43333333333337
D. Musa,0,471.1023178807947,140.83333333333334
D. Musa,1,480.15,145.06666666666666
D. Musa,0,373.4323084200568,221.76666666666668
D. Musa,0,469.6786660359508,109.46666666666668
D. Musa,0,480.15,147.60000000000002
D. Musa,1,480.15,151.00000000000003
D. Musa,0,478.7263481551561,116.66666666666669
D. Musa,0,361.5373226111636,51.85
D. Musa,0,339.6205771050142,145.06666666666666
D. Musa,0,437.2718543046358,257.35
D. Musa,0,331.99654683065273,109.46666666666668
D. Musa,1,477.77100283822136,129.81666666666666
D. Musa,0,393.4383632923368,43.36666666666667
D. Musa,1,38.81792809839168,126.8
D. Musa,1,128.56419110690635,55.03333333333334
D. Musa,0,175.07639545884578,149.91666666666663
D. Musa,1,30.16362346263009,124.86666666666667
D. Musa,0,75.57062440870389,141.73333333333332
D. Musa,1,184.25520340586567,145.1
D. Musa,1,182.6442289498581,146.0666666666667
D. Musa,1,189.66882686849573,153.76666666666665
D. Musa,1,130.73713339640494,228.91666666666663
D. Musa,0,341.04422894985805,131.08333333333334
D. Musa,0,434.424550614948,130.64999999999998
D. Musa,1,342.46788079470195,108.2
D. Musa,1,459.6569063386944,166.66666666666669
D. Musa,0,360.0949385052034,201.0
D. Musa,0,462.5229422894986,151.85
D. Musa,0,466.8126300851466,139.98333333333335
D. Musa,0,346.75756859035005,100.15
D. Musa,0,431.5585146641438,150.5666666666667
D. Musa,1,470.14697256386,162.4333333333333
D. Musa,0,341.5125354777673,83.61666666666667
D. Musa,1,438.6955061494797,128.96666666666667
D. Musa,1,51.10629139072848,151.23333333333332
D. Musa,1,39.342431409649954,121.28333333333336
D. Musa,1,26.99787133396405,122.28333333333332
D. Musa,1,158.25482497634815,232.06666666666663
D. Musa,0,59.53580889309366,134.26666666666668
D. Musa,0,160.5026963103122,153.73333333333332
D. Musa,0,89.26390728476821,38.45
D. Musa,0,53.91613055818354,163.20000000000002
D. Musa,0,80.29115421002838,195.15
D. Musa,0,173.97119205298014,157.21666666666667
D. Musa,0,30.91291390728477,22.48333333333333
D. Musa,1,33.16078524124882,155.21666666666667
D. Musa,1,83.08226111636706,117.3
D. Musa,0,65.13675496688742,207.11666666666667
D. Musa,1,94.30288552507096,129.26666666666668
D. Musa,1,176.7810312204352,112.3
D. Musa,0,94.30288552507096,115.3
D. Musa,1,65.13675496688742,163.20000000000002
D. Musa,1,474.5490539262062,110.16666666666666
D. Musa,0,424.81490066225166,126.95
D. Musa,1,461.17421948912016,156.05
D. Musa,0,453.4190633869442,105.01666666666668
D. Musa,0,444.72729422894986,168.93333333333334
D. Musa,0,400.2381740775781,240.7
D. Musa,0,336.8294701986755,149.55
D. Musa,1,457.80241248817407,120.46666666666668
D. Musa,1,456.3600283822138,162.88333333333333
D. Musa,1,459.994087038789,152.29999999999998
D. Musa,1,345.5025070955535,187.7333333333333
D. Musa,0,446.4506622516556,151.9666666666667
D. Musa,0,448.7921948912015,188.7
D. Musa,0,451.9954115421002,109.43333333333334
D. Musa,0,355.5617313150426,194.35
D. Musa,1,440.9808420056765,110.1
D. Musa,0,46.62928098391675,149.73333333333332
D. Musa,1,88.7019394512772,172.18333333333337
D. Musa,1,92.07374645222328,180.66666666666663
D. Musa,1,52.79219489120152,154.21666666666667
D. Musa,0,157.69285714285715,117.3
D. Musa,1,44.3814096499527,153.23333333333332
D. Musa,1,51.66825922421948,126.78333333333332
D. Musa,0,144.24309366130558,217.6
D. Musa,0,67.94659413434248,105.81666666666666
D. Musa,1,62.32691579943235,183.16666666666663
D. Musa,0,80.29115421002838,139.24999999999997
D. Musa,0,76.35737937559131,140.25
D. Musa,1,55.04006622516557,157.21666666666667
D. Musa,0,166.66561021759696,159.21666666666667
D. Musa,0,65.13675496688742,105.31666666666666
D. Musa,0,54.47809839167455,161.71666666666667
D. Musa,0,88.7019394512772,93.35
D. Musa,0,48.87715231788079,131.26666666666668
D. Musa,1,44.3814096499527,153.23333333333332
D. Musa,1,50.00108798486282,131.93333333333334
D. Musa,0,67.62814569536422,125.56666666666666
D. Musa,0,50.46939451277199,126.0
D. Musa,0,125.73561967833491,58.2
D. Musa,0,130.5123462630085,221.76666666666668
D. Musa,1,76.67582781456954,166.66666666666669
D. Musa,1,59.04877010406812,148.03333333333336
D. Musa,0,124.31196783349102,61.583333333333336
D. Musa,1,131.9359981078524,67.1
D. Musa,1,90.9685430463576,139.98333333333335
D. Musa,1,71.9178334910123,112.43333333333332
D. Musa,0,377.19749290444656,56.3
D. Musa,0,419.4574739829706,136.9
D. Musa,0,444.3901135288552,169.25
D. Musa,0,335.480747398297,140.76666666666665
D. Musa,1,458.4767738883633,157.66666666666669
D. Musa,1,480.15,141.25
D. Musa,0,479.0635288552507,158.61666666666667
D. Musa,0,474.7363765373699,151.38333333333333
D. Musa,1,455.2173604541154,143.18333333333334
D. Musa,1,454.1496215704825,83.33333333333333
D. Musa,1,39.00525070955535,128.58333333333331
D. Musa,1,34.621901608325444,157.81666666666666
D. Musa,1,153.55302743614,89.1
D. Musa,1,40.634957426679286,156.85
D. Musa,1,24.75,141.25
D. Musa,0,106.9658940397351,28.183333333333334
D. Musa,1,63.65690633869441,215.31666666666663
D. Musa,0,162.3197256385998,152.95
D. Musa,1,110.80600756859036,137.83333333333334
